#Species	Gene_1	Ext_1	Species	Gene_2	Ext_2	Weight
Scerevisiae	855_55059	t	Scerevisiae	2517_149016	h	1
Tdelbrueckii	855_55052	t	Tdelbrueckii	2517_148964	h	1
Zrouxii	855_55051	t	Zrouxii	2517_148963	h	1
Knaganishii	855_55048	t	Knaganishii	2517_148976	h	1
Kafricana	855_55047	t	Kafricana	2517_149007	h	1
Cglabrata	855_55043	t	Cglabrata	2517_148971	h	1
Egossypii	855_55034	t	Egossypii	2517_148946	h	1
Ecymbalariae	855_55033	t	Ecymbalariae	2517_148953	h	1
Lkluyveri	855_55025	t	Lkluyveri	2517_148957	h	1
Klactis	855_55019	t	Klactis	2517_148960	h	1
Lkluyveri	1522_137104	t	Lkluyveri	4449_154064	t	1
Cglabrata	488_56813	t	Cglabrata	804_183044	h	1
Scerevisiae	488_56795	t	Scerevisiae	804_183045	h	1
Ndairenensis	4129_129377	t	Ndairenensis	4130_172420	h	1
Ncastellii	4129_129376	t	Ncastellii	4130_172419	h	1
node_11	4129_129375	t	node_11	4130_172418	h	1
Knaganishii	4129_129374	t	Knaganishii	4130_172417	h	1
Kafricana	4129_129373	t	Kafricana	4130_172416	h	1
node_10	4129_129372	t	node_10	4130_172415	h	1
Cglabrata	4129_129369	t	Cglabrata	4130_172413	h	1
Tblattae	2662_27416	h	Tblattae	2663_190069	h	1
Klactis	2662_27405	h	Klactis	2663_190050	h	1
Zrouxii	2662_27399	h	Zrouxii	2663_190053	h	1
Tdelbrueckii	2662_27383	h	Tdelbrueckii	2663_190054	h	1
Egossypii	2662_27379	h	Egossypii	2663_190049	h	1
Ecymbalariae	2662_27378	h	Ecymbalariae	2663_190048	h	1
Lkluyveri	2662_27374	h	Lkluyveri	2663_190045	h	1
Lthermotolerans	2662_27373	h	Lthermotolerans	2663_190044	h	1
Ndairenensis	2662_27353	h	Ndairenensis	2663_190066	h	1
Ncastellii	2662_27352	h	Ncastellii	2663_190065	h	1
Tphaffii	2662_27345	h	Tphaffii	2663_190068	h	1
Tblattae	2821_10661	h	Tblattae	3381_211538	h	1
Klactis	129_116310	h	Klactis	4453_64549	h	1
Kafricana	3251_61854	t	Kafricana	4921_183659	t	1
Tdelbrueckii	3251_61845	t	Tdelbrueckii	4921_183673	t	1
Klactis	3251_61825	t	Klactis	4921_183668	t	1
Lkluyveri	3251_61820	t	Lkluyveri	4921_183649	t	1
Ndairenensis	1464_225993	t	Ndairenensis	4467_19972	h	1
Knaganishii	1464_225990	t	Knaganishii	4467_20008	h	1
Cglabrata	1464_225972	t	Cglabrata	4467_19996	h	1
Tdelbrueckii	1464_225964	t	Tdelbrueckii	4467_19989	h	1
Zrouxii	1464_225963	t	Zrouxii	4467_19988	h	1
node_5	1464_225962	t	node_5	4467_19987	h	1
Egossypii	1464_225960	t	Egossypii	4467_19985	h	1
Lkluyveri	1464_225955	t	Lkluyveri	4467_19980	h	1
Lthermotolerans	1464_225954	t	Lthermotolerans	4467_19979	h	1
node_1	1464_225953	t	node_1	4467_19978	h	1
Klactis	1464_225951	t	Klactis	4467_19962	h	1
Knaganishii	1510_229377	h	Knaganishii	1513_223416	h	1
Kafricana	1510_229361	h	Kafricana	1513_223451	h	1
Ncastellii	1510_229349	h	Ncastellii	1513_223434	h	1
Tblattae	127_198468	h	Tblattae	4801_30884	t	1
Tphaffii	127_198467	h	Tphaffii	4801_30883	t	1
Knaganishii	1308_184041	h	Knaganishii	2110_211646	h	1
Cglabrata	702_221716	h	Cglabrata	3520_143287	h	1
Tblattae	3081_5451	t	Tblattae	3082_78151	t	1
Ndairenensis	3081_5448	t	Ndairenensis	3082_78148	t	1
Ncastellii	3081_5447	t	Ncastellii	3082_78147	t	1
node_11	3081_5446	t	node_11	3082_78146	t	1
Kafricana	3081_5445	t	Kafricana	3082_78145	t	1
Knaganishii	3081_5433	t	Knaganishii	3082_78137	t	1
Cglabrata	3081_5428	t	Cglabrata	3082_78132	t	1
Scerevisiae	3081_5423	t	Scerevisiae	3082_78141	t	1
Tdelbrueckii	3081_5415	t	Tdelbrueckii	3082_78126	t	1
Zrouxii	3081_5414	t	Zrouxii	3082_78125	t	1
Klactis	3081_5410	t	Klactis	3082_78122	t	1
Egossypii	3081_5409	t	Egossypii	3082_78121	t	1
Ecymbalariae	3081_5408	t	Ecymbalariae	3082_78120	t	1
node_3	3081_5407	t	node_3	3082_78119	t	1
node_2	3081_5406	t	node_2	3082_78118	t	1
Lkluyveri	3081_5405	t	Lkluyveri	3082_78117	t	1
Lthermotolerans	3081_5404	t	Lthermotolerans	3082_78116	t	1
node_1	3081_5403	t	node_1	3082_78115	t	1
node_0	3081_5402	t	node_0	3082_78114	t	1
Tblattae	1014_188518	h	Tblattae	1015_50990	h	1
Ndairenensis	1014_188515	h	Ndairenensis	1015_50987	h	1
Ncastellii	1014_188514	h	Ncastellii	1015_50986	h	1
node_11	1014_188513	h	node_11	1015_50985	h	1
Knaganishii	1014_188512	h	Knaganishii	1015_50970	h	1
Kafricana	1014_188511	h	Kafricana	1015_50969	h	1
Scerevisiae	1014_188508	h	Scerevisiae	1015_50965	h	1
Cglabrata	1014_188507	h	Cglabrata	1015_50982	h	1
node_7	1014_188505	h	node_7	1015_50979	h	1
Tdelbrueckii	1014_188503	h	Tdelbrueckii	1015_50977	h	1
Zrouxii	1014_188502	h	Zrouxii	1015_50960	h	1
Klactis	1014_188499	h	Klactis	1015_50955	h	1
Egossypii	1014_188498	h	Egossypii	1015_50954	h	1
Ecymbalariae	1014_188497	h	Ecymbalariae	1015_50953	h	1
node_3	1014_188496	h	node_3	1015_50952	h	1
node_2	1014_188495	h	node_2	1015_50951	h	1
Lkluyveri	1014_188494	h	Lkluyveri	1015_50950	h	1
Lthermotolerans	1014_188493	h	Lthermotolerans	1015_50949	h	1
node_1	1014_188492	h	node_1	1015_50948	h	1
node_0	1014_188491	h	node_0	1015_50947	h	1
Ndairenensis	2377_41982	t	Ndairenensis	2378_233478	t	1
Ncastellii	2377_41981	t	Ncastellii	2378_233477	t	1
Kafricana	2377_41979	t	Kafricana	2378_233475	t	1
Knaganishii	2377_41968	t	Knaganishii	2378_233435	t	1
Scerevisiae	2377_41963	t	Scerevisiae	2378_233471	t	1
Cglabrata	2377_41962	t	Cglabrata	2378_233422	t	1
Egossypii	3379_111626	h	Egossypii	4571_199664	h	1
Scerevisiae	2002_25221	h	Scerevisiae	2010_209400	h	1
Kafricana	2002_25206	h	Kafricana	2010_209370	h	1
Cglabrata	2002_25203	h	Cglabrata	2010_209367	h	1
Tphaffii	2002_25196	h	Tphaffii	2010_209410	h	1
Ndairenensis	2002_25194	h	Ndairenensis	2010_209374	h	1
Ncastellii	2002_25193	h	Ncastellii	2010_209373	h	1
Klactis	2002_25173	h	Klactis	2010_209358	h	1
Cglabrata	1771_21339	t	Cglabrata	2182_105920	t	1
Cglabrata	1198_146403	h	Cglabrata	1892_51992	h	1
Cglabrata	3359_143116	h	Cglabrata	3875_167415	h	1
Ncastellii	3731_216086	h	Ncastellii	3733_144924	h	1
Kafricana	600_219118	t	Kafricana	4716_77735	t	1
Knaganishii	246_49472	t	Knaganishii	996_123100	t	1
Tblattae	2566_131087	h	Tblattae	2570_69680	h	1
Tphaffii	3833_115700	t	Tphaffii	4653_95042	t	1
Tblattae	2262_188082	t	Tblattae	3590_156937	t	1
Tphaffii	2262_188081	t	Tphaffii	3590_156936	t	1
Tdelbrueckii	2262_188067	t	Tdelbrueckii	3590_156922	t	1
Zrouxii	2262_188066	t	Zrouxii	3590_156921	t	1
node_5	2262_188065	t	node_5	3590_156920	t	1
Klactis	2262_188063	t	Klactis	3590_156918	t	1
Egossypii	2262_188062	t	Egossypii	3590_156917	t	1
Ecymbalariae	2262_188061	t	Ecymbalariae	3590_156916	t	1
node_3	2262_188060	t	node_3	3590_156915	t	1
node_2	2262_188059	t	node_2	3590_156914	t	1
Lkluyveri	2262_188058	t	Lkluyveri	3590_156913	t	1
Lthermotolerans	2262_188057	t	Lthermotolerans	3590_156912	t	1
node_1	2262_188056	t	node_1	3590_156911	t	1
node_0	2262_188055	t	node_0	3590_156910	t	1
Cglabrata	812_83115	t	Cglabrata	3636_233510	h	1
Kafricana	550_108195	t	Kafricana	551_183878	t	1
Scerevisiae	550_108184	t	Scerevisiae	551_183863	t	1
Scerevisiae	999_225333	t	Scerevisiae	1010_71926	h	1
Kafricana	320_7211	h	Kafricana	354_145441	h	1
Scerevisiae	320_7205	h	Scerevisiae	354_145438	h	1
Knaganishii	320_7188	h	Knaganishii	354_145442	h	1
Tphaffii	320_7173	h	Tphaffii	354_145456	h	1
Cglabrata	851_8090	t	Cglabrata	1658_228849	t	1
Klactis	511_210317	h	Klactis	1623_210201	h	1
Egossypii	511_210316	h	Egossypii	1623_210218	h	1
Ecymbalariae	511_210315	h	Ecymbalariae	1623_210217	h	1
Tblattae	421_30356	t	Tblattae	1893_132354	t	1
Tphaffii	421_30355	t	Tphaffii	1893_132353	t	1
Ecymbalariae	1198_146358	h	Ecymbalariae	3171_40728	h	1
Lkluyveri	3173_163590	h	Lkluyveri	3174_62442	h	1
Ndairenensis	3173_163583	h	Ndairenensis	3174_62460	h	1
Ncastellii	3173_163582	h	Ncastellii	3174_62459	h	1
Scerevisiae	3173_163576	h	Scerevisiae	3174_62489	h	1
Cglabrata	3173_163575	h	Cglabrata	3174_62488	h	1
Tdelbrueckii	3173_163570	h	Tdelbrueckii	3174_62464	h	1
Zrouxii	3173_163561	h	Zrouxii	3174_62463	h	1
Klactis	3173_163556	h	Klactis	3174_62445	h	1
Lthermotolerans	3173_163553	h	Lthermotolerans	3174_62441	h	1
Knaganishii	3173_163548	h	Knaganishii	3174_62500	h	1
Knaganishii	664_206511	h	Knaganishii	2096_35943	h	1
Knaganishii	961_163443	h	Knaganishii	962_154668	h	1
Cglabrata	961_163438	h	Cglabrata	962_154656	h	1
Ncastellii	961_163432	h	Ncastellii	962_154646	h	1
Tblattae	961_163423	h	Tblattae	962_154650	h	1
Ndairenensis	961_163420	h	Ndairenensis	962_154647	h	1
Kafricana	961_163417	h	Kafricana	962_154644	h	1
Scerevisiae	961_163413	h	Scerevisiae	962_154657	h	1
Egossypii	961_163402	h	Egossypii	962_154630	h	1
Lthermotolerans	961_163397	h	Lthermotolerans	962_154625	h	1
Klactis	961_163393	h	Klactis	962_154631	h	1
Ecymbalariae	961_163392	h	Ecymbalariae	962_154629	h	1
Lkluyveri	961_163388	h	Lkluyveri	962_154626	h	1
Tblattae	4131_225234	t	Tblattae	4132_87518	h	1
Ndairenensis	4131_225231	t	Ndairenensis	4132_87506	h	1
Ncastellii	4131_225230	t	Ncastellii	4132_87505	h	1
Cglabrata	4131_225223	t	Cglabrata	4132_87510	h	1
Tdelbrueckii	4131_225219	t	Tdelbrueckii	4132_87482	h	1
Egossypii	4131_225214	t	Egossypii	4132_87476	h	1
Lkluyveri	4131_225210	t	Lkluyveri	4132_87468	h	1
Tblattae	886_232309	h	Tblattae	3088_14798	h	1
Tphaffii	886_232308	h	Tphaffii	3088_14797	h	1
Egossypii	2107_194407	t	Egossypii	2109_208545	h	1
Ecymbalariae	2107_194406	t	Ecymbalariae	2109_208544	h	1
Lthermotolerans	2585_174153	h	Lthermotolerans	2896_193162	h	1
Ncastellii	600_219132	h	Ncastellii	4716_77738	t	1
Knaganishii	600_219119	h	Knaganishii	4716_77736	t	1
Cglabrata	600_219097	h	Cglabrata	4716_77732	t	1
Ndairenensis	2486_232456	h	Ndairenensis	4623_211951	h	1
Ncastellii	2486_232455	h	Ncastellii	4623_211950	h	1
Knaganishii	2486_232453	h	Knaganishii	4623_211948	h	1
Kafricana	2486_232452	h	Kafricana	4623_211947	h	1
Scerevisiae	2486_232449	h	Scerevisiae	4623_211970	h	1
Cglabrata	2486_232448	h	Cglabrata	4623_211969	h	1
Cglabrata	3556_152470	t	Cglabrata	3557_46926	h	1
Tphaffii	156_210193	h	Tphaffii	1369_92859	h	1
Tdelbrueckii	156_210179	h	Tdelbrueckii	1369_92846	h	1
Zrouxii	156_210178	h	Zrouxii	1369_92845	h	1
Klactis	156_210175	h	Klactis	1369_92806	h	1
Egossypii	156_210174	h	Egossypii	1369_92816	h	1
Ecymbalariae	156_210173	h	Ecymbalariae	1369_92790	h	1
Lkluyveri	156_210170	h	Lkluyveri	1369_92821	h	1
Lthermotolerans	156_210169	h	Lthermotolerans	1369_92811	h	1
Cglabrata	1284_56958	h	Cglabrata	2296_180185	t	1
Tblattae	3937_210555	h	Tblattae	4934_148349	h	1
Tphaffii	3871_222433	t	Tphaffii	3873_167967	h	1
Ndairenensis	3871_222431	t	Ndairenensis	3873_167965	h	1
Knaganishii	3871_222428	t	Knaganishii	3873_167962	h	1
Scerevisiae	3871_222424	t	Scerevisiae	3873_167958	h	1
Tdelbrueckii	3871_222419	t	Tdelbrueckii	3873_167953	h	1
Zrouxii	3871_222418	t	Zrouxii	3873_167952	h	1
Kafricana	3871_222415	t	Kafricana	3873_167961	h	1
Cglabrata	3871_222410	t	Cglabrata	3873_167957	h	1
Egossypii	3871_222401	t	Egossypii	3873_167948	h	1
Ecymbalariae	3871_222400	t	Ecymbalariae	3873_167947	h	1
Lkluyveri	3871_222396	t	Lkluyveri	3873_167944	h	1
Lthermotolerans	3871_222395	t	Lthermotolerans	3873_167943	h	1
Klactis	3871_222392	t	Klactis	3873_167949	h	1
Egossypii	463_50344	t	Egossypii	3988_8	h	1
Ecymbalariae	463_50343	t	Ecymbalariae	3988_7	h	1
Lthermotolerans	1887_153196	h	Lthermotolerans	1888_174521	t	1
Egossypii	1887_153178	h	Egossypii	1888_174526	t	1
Tphaffii	1887_153169	h	Tphaffii	1888_174515	t	1
Scerevisiae	1887_153162	h	Scerevisiae	1888_174546	t	1
Tdelbrueckii	1887_153144	h	Tdelbrueckii	1888_174551	t	1
Zrouxii	1887_153143	h	Zrouxii	1888_174539	t	1
Lkluyveri	1887_153136	h	Lkluyveri	1888_174508	t	1
Ecymbalariae	1887_153131	h	Ecymbalariae	1888_174534	t	1
Ndairenensis	330_126678	h	Ndairenensis	3992_44509	h	1
Ncastellii	330_126677	h	Ncastellii	3992_44508	h	1
Scerevisiae	330_126671	h	Scerevisiae	3992_44502	h	1
Cglabrata	330_126670	h	Cglabrata	3992_44494	h	1
Tphaffii	330_126665	h	Tphaffii	3992_44497	h	1
Tdelbrueckii	330_126646	h	Tdelbrueckii	3992_44487	h	1
Zrouxii	1276_110765	h	Zrouxii	3769_148920	h	1
Tphaffii	1432_48747	h	Tphaffii	3252_199654	h	1
Ndairenensis	1432_48739	h	Ndairenensis	3252_199652	h	1
Ncastellii	1432_48738	h	Ncastellii	3252_199651	h	1
Scerevisiae	3283_155877	t	Scerevisiae	3284_65442	t	1
Ndairenensis	3283_155866	t	Ndairenensis	3284_65434	t	1
Ncastellii	3283_155865	t	Ncastellii	3284_65433	t	1
Kafricana	3283_155854	t	Kafricana	3284_65446	t	1
Cglabrata	3283_155841	t	Cglabrata	3284_65441	t	1
Knaganishii	3283_155823	t	Knaganishii	3284_65447	t	1
Ecymbalariae	1191_7230	t	Ecymbalariae	1912_230270	h	1
Tdelbrueckii	3873_167953	t	Tdelbrueckii	4460_154092	t	1
Zrouxii	3873_167952	t	Zrouxii	4460_154091	t	1
node_5	3873_167951	t	node_5	4460_154090	t	1
Klactis	3873_167949	t	Klactis	4460_154087	t	1
Lkluyveri	3873_167944	t	Lkluyveri	4460_154084	t	1
Lthermotolerans	3873_167943	t	Lthermotolerans	4460_154083	t	1
node_1	3873_167942	t	node_1	4460_154082	t	1
node_0	3873_167941	t	node_0	4460_154081	t	1
Tblattae	4852_108971	h	Tblattae	4853_83913	h	1
Tphaffii	4852_108970	h	Tphaffii	4853_83897	h	1
Ndairenensis	4852_108968	h	Ndairenensis	4853_83910	h	1
Ncastellii	4852_108967	h	Ncastellii	4853_83909	h	1
node_11	4852_108966	h	node_11	4853_83908	h	1
Scerevisiae	4852_108961	h	Scerevisiae	4853_83921	h	1
Tdelbrueckii	4852_108956	h	Tdelbrueckii	4853_83935	h	1
Zrouxii	4852_108955	h	Zrouxii	4853_83902	h	1
Klactis	4852_108952	h	Klactis	4853_83889	h	1
Ecymbalariae	4852_108951	h	Ecymbalariae	4853_83888	h	1
Knaganishii	4852_108944	h	Knaganishii	4853_83881	h	1
Cglabrata	4852_108939	h	Cglabrata	4853_83876	h	1
Egossypii	4852_108931	h	Egossypii	4853_83863	h	1
Scerevisiae	4576_216461	h	Scerevisiae	4578_96402	h	1
Tphaffii	999_225379	h	Tphaffii	2580_16675	h	1
Klactis	216_138509	t	Klactis	3433_135784	h	1
Scerevisiae	1849_115655	h	Scerevisiae	1850_17842	t	1
Tblattae	2689_55251	t	Tblattae	3960_189340	t	1
Scerevisiae	2689_55241	t	Scerevisiae	3960_189324	t	1
Tdelbrueckii	2689_55236	t	Tdelbrueckii	3960_189308	t	1
Zrouxii	2689_55235	t	Zrouxii	3960_189307	t	1
Klactis	2689_55231	t	Klactis	3960_189303	t	1
Egossypii	2689_55230	t	Egossypii	3960_189302	t	1
Ecymbalariae	2689_55229	t	Ecymbalariae	3960_189301	t	1
node_3	2689_55228	t	node_3	3960_189300	t	1
node_2	2689_55227	t	node_2	3960_189299	t	1
Lkluyveri	2689_55226	t	Lkluyveri	3960_189298	t	1
Lthermotolerans	2689_55225	t	Lthermotolerans	3960_189297	t	1
node_1	2689_55224	t	node_1	3960_189296	t	1
node_0	2689_55223	t	node_0	3960_189295	t	1
Tblattae	1787_151971	h	Tblattae	2213_65048	h	1
Tphaffii	795_84963	t	Tphaffii	805_85008	h	1
Scerevisiae	795_84954	t	Scerevisiae	805_84999	h	1
Tphaffii	420_160693	t	Tphaffii	422_66981	h	1
Cglabrata	803_100007	t	Cglabrata	848_164326	h	1
Ndairenensis	2172_59741	h	Ndairenensis	2173_6170	t	1
Ncastellii	2172_59740	h	Ncastellii	2173_6169	t	1
Kafricana	2172_59737	h	Kafricana	2173_6185	t	1
Scerevisiae	2172_59734	h	Scerevisiae	2173_6196	t	1
Ndairenensis	3570_162477	h	Ndairenensis	3579_219782	h	1
Tdelbrueckii	4301_185924	h	Tdelbrueckii	4555_54274	t	1
Zrouxii	4301_185923	h	Zrouxii	4555_54273	t	1
Ecymbalariae	2996_42818	h	Ecymbalariae	2997_202645	h	1
Lkluyveri	2996_42814	h	Lkluyveri	2997_202642	h	1
Lthermotolerans	2996_42813	h	Lthermotolerans	2997_202641	h	1
Kafricana	2996_42809	h	Kafricana	2997_202659	h	1
Ndairenensis	2996_42789	h	Ndairenensis	2997_202663	h	1
Ncastellii	2996_42788	h	Ncastellii	2997_202662	h	1
Tblattae	2910_93710	h	Tblattae	2911_183950	h	1
Tphaffii	2910_93709	h	Tphaffii	2911_183970	h	1
Ndairenensis	2910_93707	h	Ndairenensis	2911_183978	h	1
Knaganishii	2910_93704	h	Knaganishii	2911_183947	h	1
Kafricana	2910_93703	h	Kafricana	2911_183946	h	1
Tdelbrueckii	2910_93696	h	Tdelbrueckii	2911_183938	h	1
Zrouxii	2910_93695	h	Zrouxii	2911_183937	h	1
node_5	2910_93694	h	node_5	2911_183936	h	1
Klactis	2910_93692	h	Klactis	2911_183921	h	1
Egossypii	2910_93691	h	Egossypii	2911_183920	h	1
Ecymbalariae	2910_93690	h	Ecymbalariae	2911_183919	h	1
node_3	2910_93689	h	node_3	2911_183918	h	1
node_2	2910_93688	h	node_2	2911_183917	h	1
Lkluyveri	2910_93687	h	Lkluyveri	2911_183916	h	1
Knaganishii	1041_186561	t	Knaganishii	4863_4113	t	1
Tblattae	1041_186539	t	Tblattae	4863_4083	t	1
Tphaffii	1041_186538	t	Tphaffii	4863_4082	t	1
Knaganishii	3932_222385	h	Knaganishii	3933_148033	t	1
Ndairenensis	3932_222373	h	Ndairenensis	3933_148036	t	1
Ncastellii	3932_222372	h	Ncastellii	3933_148035	t	1
Scerevisiae	3932_222368	h	Scerevisiae	3933_148015	t	1
Tdelbrueckii	3932_222362	h	Tdelbrueckii	3933_148022	t	1
Zrouxii	3932_222361	h	Zrouxii	3933_148021	t	1
node_5	3932_222360	h	node_5	3933_148020	t	1
Tblattae	3932_222358	h	Tblattae	3933_148018	t	1
Tphaffii	3932_222357	h	Tphaffii	3933_148006	t	1
Cglabrata	3932_222351	h	Cglabrata	3933_148029	t	1
Egossypii	3932_222337	h	Egossypii	3933_147998	t	1
Ecymbalariae	3932_222336	h	Ecymbalariae	3933_147997	t	1
Lthermotolerans	3932_222331	h	Lthermotolerans	3933_147992	t	1
Tblattae	906_150989	t	Tblattae	3315_193573	t	1
Tphaffii	3250_6921	t	Tphaffii	4921_183662	h	1
Tdelbrueckii	3250_6892	t	Tdelbrueckii	4921_183673	h	1
Kafricana	3250_6888	t	Kafricana	4921_183659	h	1
Klactis	3250_6873	t	Klactis	4921_183668	h	1
Lkluyveri	3250_6868	t	Lkluyveri	4921_183649	h	1
Tdelbrueckii	3702_57326	h	Tdelbrueckii	3703_38507	h	1
Klactis	3702_57321	h	Klactis	3703_38503	h	1
Knaganishii	3702_57301	h	Knaganishii	3703_38545	h	1
Scerevisiae	3702_57296	h	Scerevisiae	3703_38540	h	1
Cglabrata	3702_57295	h	Cglabrata	3703_38529	h	1
Cglabrata	3702_57294	h	Cglabrata	3703_38512	h	1
Egossypii	3702_57287	h	Egossypii	3703_38502	h	1
Ecymbalariae	3702_57286	h	Ecymbalariae	3703_38501	h	1
Lkluyveri	3702_57282	h	Lkluyveri	3703_38498	h	1
Lthermotolerans	3702_57281	h	Lthermotolerans	3703_38497	h	1
Kafricana	3702_57276	h	Kafricana	3703_38533	h	1
Kafricana	3702_57275	h	Kafricana	3703_38516	h	1
Tphaffii	3702_57263	h	Tphaffii	3703_38523	h	1
Ndairenensis	3702_57260	h	Ndairenensis	3703_38520	h	1
Ncastellii	3702_57259	h	Ncastellii	3703_38519	h	1
node_11	3702_57258	h	node_11	3703_38518	h	1
Ndairenensis	3702_57252	h	Ndairenensis	3703_38536	h	1
Ncastellii	3702_57251	h	Ncastellii	3703_38535	h	1
Zrouxii	3702_57242	h	Zrouxii	3703_38506	h	1
Ndairenensis	1816_112685	h	Ndairenensis	1818_17791	h	1
Ncastellii	1816_112684	h	Ncastellii	1818_17790	h	1
node_11	1816_112683	h	node_11	1818_17789	h	1
Kafricana	1816_112682	h	Kafricana	1818_17788	h	1
Tdelbrueckii	1816_112674	h	Tdelbrueckii	1818_17760	h	1
Zrouxii	1816_112673	h	Zrouxii	1818_17781	h	1
Tblattae	1816_112670	h	Tblattae	1818_17794	h	1
Tphaffii	1816_112669	h	Tphaffii	1818_17793	h	1
Knaganishii	1816_112667	h	Knaganishii	1818_17748	h	1
Scerevisiae	1816_112662	h	Scerevisiae	1818_17767	h	1
Cglabrata	1816_112661	h	Cglabrata	1818_17743	h	1
Klactis	1816_112654	h	Klactis	1818_17777	h	1
Egossypii	1816_112653	h	Egossypii	1818_17756	h	1
Ecymbalariae	1816_112652	h	Ecymbalariae	1818_17776	h	1
node_2	1816_112650	h	node_2	1818_17773	h	1
Lkluyveri	1816_112649	h	Lkluyveri	1818_17772	h	1
Lthermotolerans	1816_112648	h	Lthermotolerans	1818_17735	h	1
Zrouxii	2476_95354	h	Zrouxii	3731_216056	t	1
Kafricana	1294_37185	t	Kafricana	1296_228157	t	1
Cglabrata	1204_116345	h	Cglabrata	1209_26291	h	1
Tdelbrueckii	552_184171	t	Tdelbrueckii	4249_137038	t	1
Zrouxii	552_184170	t	Zrouxii	4249_137037	t	1
Egossypii	552_184166	t	Egossypii	4249_137033	t	1
Lkluyveri	552_184162	t	Lkluyveri	4249_137029	t	1
Lthermotolerans	552_184161	t	Lthermotolerans	4249_137028	t	1
Scerevisiae	2109_208604	t	Scerevisiae	2110_211642	t	1
Ndairenensis	2109_208593	t	Ndairenensis	2110_211649	t	1
Ncastellii	2109_208592	t	Ncastellii	2110_211648	t	1
Knaganishii	2109_208574	t	Knaganishii	2110_211646	t	1
Kafricana	2109_208573	t	Kafricana	2110_211661	t	1
Tphaffii	376_205877	h	Tphaffii	2327_129235	t	1
Scerevisiae	4070_178563	t	Scerevisiae	4071_62321	h	1
Cglabrata	4070_178552	t	Cglabrata	4071_62320	h	1
Tphaffii	1390_83240	h	Tphaffii	1392_55576	h	1
Tblattae	1586_142418	h	Tblattae	2797_210649	h	1
Tdelbrueckii	1586_142401	h	Tdelbrueckii	2797_210634	h	1
Zrouxii	1586_142400	h	Zrouxii	2797_210633	h	1
node_5	1586_142399	h	node_5	2797_210632	h	1
Lkluyveri	1586_142383	h	Lkluyveri	2797_210630	h	1
Egossypii	1586_142378	h	Egossypii	2797_210625	h	1
Lthermotolerans	1586_142373	h	Lthermotolerans	2797_210620	h	1
Ndairenensis	3995_21607	h	Ndairenensis	4607_105192	h	1
Ncastellii	3995_21606	h	Ncastellii	4607_105191	h	1
Tphaffii	1076_117274	t	Tphaffii	3388_118052	h	1
Lthermotolerans	2887_171199	h	Lthermotolerans	2894_219894	t	1
Cglabrata	1629_18104	t	Cglabrata	1630_117806	h	1
Knaganishii	1629_18099	t	Knaganishii	1630_117812	h	1
Scerevisiae	1629_18094	t	Scerevisiae	1630_117807	h	1
Kafricana	1629_18080	t	Kafricana	1630_117801	h	1
Klactis	3500_76610	t	Klactis	3852_33578	t	1
Knaganishii	469_224531	h	Knaganishii	546_204043	h	1
Kafricana	469_224530	h	Kafricana	546_204042	h	1
Knaganishii	1458_212851	h	Knaganishii	3105_77766	t	1
Klactis	2320_89109	h	Klactis	3313_88972	t	1
Knaganishii	2243_127759	t	Knaganishii	2244_62290	t	1
Scerevisiae	2243_127748	t	Scerevisiae	2244_62297	t	1
Tphaffii	2243_127740	t	Tphaffii	2244_62279	t	1
Ndairenensis	2243_127738	t	Ndairenensis	2244_62293	t	1
Ncastellii	2243_127737	t	Ncastellii	2244_62292	t	1
Kafricana	2243_127735	t	Kafricana	2244_62302	t	1
Cglabrata	2243_127731	t	Cglabrata	2244_62286	t	1
Egossypii	1627_47121	h	Egossypii	4669_133267	t	1
Ecymbalariae	1627_47120	h	Ecymbalariae	4669_133266	t	1
Lkluyveri	1627_47117	h	Lkluyveri	4669_133263	t	1
Lthermotolerans	1627_47116	h	Lthermotolerans	4669_133262	t	1
Cglabrata	1135_18887	h	Cglabrata	1136_222613	h	1
Tphaffii	4920_122513	t	Tphaffii	4922_91658	h	1
Scerevisiae	4920_122505	t	Scerevisiae	4922_91649	h	1
Zrouxii	4920_122500	t	Zrouxii	4922_91643	h	1
Cglabrata	4920_122491	t	Cglabrata	4922_91635	h	1
Lkluyveri	4920_122479	t	Lkluyveri	4922_91621	h	1
Tdelbrueckii	4920_122469	t	Tdelbrueckii	4922_91644	h	1
Egossypii	4920_122465	t	Egossypii	4922_91625	h	1
Ecymbalariae	4920_122464	t	Ecymbalariae	4922_91624	h	1
Lthermotolerans	4920_122460	t	Lthermotolerans	4922_91620	h	1
Scerevisiae	2379_211082	t	Scerevisiae	2380_198257	t	1
Cglabrata	2379_211081	t	Cglabrata	2380_198248	t	1
Egossypii	2379_211075	t	Egossypii	2380_198237	t	1
Lkluyveri	2379_211070	t	Lkluyveri	2380_198233	t	1
Lthermotolerans	2379_211069	t	Lthermotolerans	2380_198232	t	1
Tdelbrueckii	2379_211056	t	Tdelbrueckii	2380_198242	t	1
Zrouxii	2379_211055	t	Zrouxii	2380_198241	t	1
node_5	2379_211054	t	node_5	2380_198240	t	1
Klactis	2379_211052	t	Klactis	2380_198238	t	1
Ndairenensis	1797_31327	h	Ndairenensis	4904_36856	t	1
Ncastellii	1797_31326	h	Ncastellii	4904_36855	t	1
Kafricana	1797_31324	h	Kafricana	4904_36864	t	1
